n,p,k,ec,oc,s,zn,fe,cu,mn,b,temperature,humidity,ph,rainfall,crop type
91.0,94.0,46.0,0.472,0.48,6.886,0.328,3.908,0.8560000000000001,9.072,0.18,29.36792366,76.24900101,6.149934034,92.82840911,banana
105.0,95.0,50.0,0.164,0.6140000000000001,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,27.33368994,83.67675197,5.849076099,101.0494791,banana
108.0,92.0,53.0,0.16400000000000003,0.79,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,27.40053601,82.96221306,6.276800323,104.9378,banana
86.0,76.0,54.0,0.258,0.47400000000000003,3.5531999999999995,21.038000000000004,58.28399999999999,8.784,46.733999999999995,22.596,29.3159075,80.11585705,5.926824754,90.10978128,banana
80.0,77.0,49.0,0.572,0.61,5.308,0.35000000000000003,3.9520000000000004,1.058,9.4,0.242,26.05433004,79.39654531,5.519088423,113.2297373,banana
93.0,94.0,53.0,0.15,0.532,0.13279999999999997,34.692,98.228,16.022000000000002,96.33800000000001,35.470000000000006,25.86632408,84.42379269,6.079178788,114.5357503,banana
90.0,92.0,55.0,0.442,0.61,0.13487600000000002,38.172000000000004,83.648,14.484,103.58600000000001,31.250000000000007,27.00932084,80.18546798,6.13465588,97.32531705,banana
108.0,89.0,53.0,0.164,0.626,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,29.55054817,78.06762846,5.808497604,99.34482238,banana
108.0,88.0,55.0,0.164,0.514,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,26.28845991,83.390039,5.891458107,113.8729798,banana
105.0,77.0,52.0,0.164,0.6260000000000001,0.0988,33.448,85.828,15.736,90.61200000000001,38.214000000000006,29.16226551,76.16151562,5.816622479,100.0075679,banana
118.0,88.0,52.0,0.164,0.544,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,28.65003945,82.68752542,5.843163161,98.75084366,banana
101.0,87.0,54.0,0.15,0.708,0.13279999999999997,34.692,98.228,16.022,96.33800000000001,35.470000000000006,29.07311132,76.50045221,6.376756633,100.1692639,banana
95.0,75.0,50.0,0.15,0.626,0.13279999999999997,34.692,98.228,16.022,96.33800000000001,35.470000000000006,28.08166093,75.26429821,5.623615687,118.2761894,banana
106.0,85.0,53.0,0.164,0.6260000000000001,0.0988,33.448,85.828,15.736,90.61200000000001,38.214000000000006,27.1994597,78.8086068,5.91505509,99.72430835,banana
86.0,95.0,49.0,0.5199999999999999,0.46399999999999997,6.6640000000000015,0.30600000000000005,3.418,0.79,9.722,0.16999999999999998,28.05484146,78.04602887,6.458714879,108.3957179,banana
83.0,79.0,55.0,0.27,0.61,3.2332,21.028000000000002,58.412,8.868,46.858,22.590000000000003,25.14748006,83.34688193,5.565028635,98.66679427,banana
85.0,95.0,47.0,0.54,0.54,5.284,0.29800000000000004,3.274,0.8459999999999999,9.958000000000002,0.16,25.94019018,78.3422098,6.211833161,119.84797,banana
109.0,79.0,45.0,0.164,0.5379999999999999,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,27.66752761,79.68542782,6.490074429,108.66464,banana
100.0,76.0,45.0,0.21799999999999997,0.6540000000000001,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,25.56703012,75.94067692,5.590236025,102.7867717,banana
117.0,86.0,48.0,0.164,0.538,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,28.6956201,82.54195839,6.225225239,116.1616839,banana
114.0,94.0,53.0,0.164,0.5619999999999999,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,26.33544853,76.8532006,6.190757459,118.6858263,banana
110.0,78.0,50.0,0.164,0.626,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,25.93730186,78.89864446,5.915568968,98.21747528,banana
94.0,70.0,48.0,0.27399999999999997,0.6260000000000001,2.1564,21.336000000000006,49.97599999999999,8.776,63.522000000000006,21.870000000000005,25.13686519,84.88394407,6.195152442,91.46442491,banana
80.0,71.0,47.0,0.52,0.46399999999999997,6.664,0.30600000000000005,3.418,0.79,9.722,0.17,27.50527651,80.79783998,6.156373499,105.0776992,banana
114.0,79.0,51.0,0.16400000000000003,0.5379999999999999,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,26.21009246,82.34429458,6.313197204,112.0700033,banana
88.0,78.0,45.0,0.47800000000000004,0.47400000000000003,6.023999999999999,0.32199999999999995,3.5680000000000005,0.7160000000000001,8.745999999999999,0.22800000000000004,29.10403455,79.19588629,6.324270089,92.07835761,banana
112.0,73.0,48.0,0.164,0.5439999999999999,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,29.2440638,77.32017166,5.707488987,90.66727868,banana
117.0,76.0,47.0,0.16400000000000003,0.544,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,25.56202173,77.38229006,6.119216009,93.10247183,banana
111.0,87.0,48.0,0.16400000000000003,0.626,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,26.3985515,81.36028902,5.571401169,98.16752001,banana
89.0,83.0,47.0,0.368,0.532,2.678,13.806000000000001,32.658,5.802,36.682,15.963999999999999,28.09577643,77.79586769,5.63127166,109.5408614,banana
93.0,91.0,47.0,0.21799999999999997,0.532,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,27.84767901,83.31110751,6.101241579,117.2878912,banana
92.0,81.0,52.0,0.20600000000000002,0.492,1.3156,28.566000000000003,75.87199999999999,11.814,74.458,28.526000000000003,27.39341554,81.4654833,6.438137279,94.31102057,banana
105.0,74.0,45.0,0.15,0.504,0.1242,33.68,93.39200000000001,15.469999999999999,96.864,38.218,25.14517635,81.38204104,6.098369122,119.218154,banana
102.0,71.0,48.0,0.164,0.732,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,28.65456263,79.28693687,5.695267822,102.4633775,banana
94.0,91.0,51.0,0.21799999999999997,0.742,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,29.16093424,76.67484233,5.618094446,109.575944,banana
116.0,71.0,47.0,0.156,0.6300000000000001,0.1024,32.932,88.95200000000001,17.316,95.80600000000001,39.724000000000004,27.57278064,82.0638878,6.435785799,91.34276507,banana
117.0,79.0,49.0,0.164,0.5379999999999999,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,25.40909896,82.36208097,6.176644228,112.9794804,banana
119.0,72.0,55.0,0.16,0.5379999999999999,0.07919999999999999,35.362,86.776,17.196,99.03999999999999,40.128,25.99069521,83.33983116,6.220643671,112.0777152,banana
99.0,73.0,53.0,0.15,0.626,0.13279999999999997,34.692,98.228,16.022,96.33800000000001,35.470000000000006,26.29039046,81.06003778,5.871702211,118.6730366,banana
91.0,84.0,52.0,0.15,0.49799999999999994,0.1328,34.692,98.22799999999998,16.022,96.33800000000001,35.470000000000006,29.14827211,78.71024836,6.390741836,117.536781,banana
80.0,90.0,47.0,0.5199999999999999,0.46399999999999997,6.664,0.30600000000000005,3.418,0.79,9.722,0.16999999999999998,26.59743595,79.35898915,6.21084479,107.3944717,banana
101.0,70.0,48.0,0.164,0.5039999999999999,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,25.36059237,75.03193255,6.012696655,116.5531455,banana
108.0,89.0,53.0,0.164,0.48,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,29.12036889,80.18080728,5.908770059,112.3982055,banana
100.0,80.0,52.0,0.15,0.48,0.13279999999999997,34.692,98.228,16.022000000000002,96.33800000000001,35.470000000000006,27.53911354,77.25629897,6.049801781,110.3262123,banana
109.0,91.0,53.0,0.16400000000000003,0.654,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,29.66727337,83.51014178,6.010095853,110.2511102,banana
82.0,78.0,46.0,0.5720000000000001,0.61,5.308,0.35000000000000003,3.9520000000000004,1.058,9.4,0.242,25.05802193,84.97323747,5.738678895,110.4408803,banana
106.0,70.0,55.0,0.164,0.504,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,25.86824781,78.52399914,5.74055541,116.3019555,banana
90.0,86.0,52.0,0.15,0.532,0.1328,34.692,98.22799999999998,16.022,96.33800000000001,35.470000000000006,25.85036988,81.95580471,5.793260262,119.0856171,banana
83.0,95.0,50.0,0.5199999999999999,0.46399999999999997,6.664,0.30600000000000005,3.418,0.79,9.722,0.16999999999999998,26.51682337,77.79913575,5.50947065,108.8547508,banana
119.0,90.0,48.0,0.164,0.6199999999999999,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,28.66725136,79.59242542,5.986442306,118.2583441,banana
107.0,72.0,45.0,0.15,0.544,0.1242,33.68,93.39200000000001,15.469999999999999,96.864,38.218,28.14938935,81.54448882,5.790768046,91.40508414,banana
116.0,81.0,55.0,0.164,0.544,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,26.42313317,83.6995044,5.915546415,95.12322062,banana
101.0,75.0,50.0,0.164,0.6599999999999999,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,26.59386409,81.40740301,6.242528278,109.9825551,banana
93.0,81.0,50.0,0.21799999999999997,0.532,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,27.71822477,76.57853189,6.036079266,102.2099836,banana
95.0,75.0,45.0,0.31799999999999995,0.6599999999999999,1.7963999999999998,21.336000000000006,49.98799999999999,8.772,63.528000000000006,21.870000000000005,28.98333432,82.95958244,5.829898502,109.022564,banana
107.0,71.0,55.0,0.154,0.538,0.101,36.11,91.216,15.350000000000003,100.09800000000001,38.622,29.42017919,83.96754496,6.088064451,117.229079,banana
83.0,94.0,47.0,0.54,0.54,5.284000000000001,0.29800000000000004,3.274,0.8460000000000001,9.958,0.15999999999999998,27.39872329,81.10523402,6.469370954,112.1355384,banana
102.0,73.0,54.0,0.164,0.6599999999999999,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,26.4020227,84.41007614,5.720726906,111.0162259,banana
86.0,79.0,45.0,0.51,0.454,7.17,0.32,3.6100000000000003,0.954,8.296000000000001,0.202,27.81251452,82.69285419,5.80766417,99.20961514,banana
117.0,86.0,53.0,0.164,0.538,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,25.19640218,83.55829874,5.703381728,115.8586081,banana
111.0,79.0,53.0,0.164,0.5039999999999999,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,28.31193338,75.77363772,6.165001278,119.695765,banana
95.0,74.0,50.0,0.21799999999999997,0.602,0.9736,27.462,72.332,12.983999999999998,85.40200000000002,28.814000000000004,25.90113128,80.47152737,6.002481605,110.10323,banana
91.0,75.0,55.0,0.164,0.626,0.12160000000000001,36.938,101.47399999999999,14.232,79.51,38.354,27.48612983,76.11239849,6.212369363,109.2768851,banana
93.0,83.0,46.0,0.31799999999999995,0.532,1.7963999999999998,21.336000000000006,49.98799999999999,8.772,63.528000000000006,21.870000000000005,29.38254012,83.50423735,5.765308943,109.2486647,banana
92.0,85.0,51.0,0.21799999999999997,0.532,0.9736,27.462,72.332,12.983999999999998,85.40200000000002,28.814000000000004,29.22118628,81.08183635,5.740764682,108.8616474,banana
104.0,80.0,54.0,0.15,0.6599999999999999,0.13279999999999997,34.692,98.228,16.022,96.33800000000001,35.470000000000006,27.09062164,81.33506906,5.879119455,110.1331182,banana
103.0,72.0,51.0,0.164,0.732,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,26.12643374,81.81365007,6.099478745,104.4812858,banana
92.0,75.0,45.0,0.32599999999999996,0.492,3.28,13.815999999999999,33.339999999999996,5.926,35.992,15.969999999999999,29.01207743,77.95192527,5.674403359,90.43495443,banana
93.0,85.0,49.0,0.21799999999999997,0.626,0.9736,27.462,72.332,12.983999999999998,85.40200000000002,28.814000000000004,27.96799119,79.28625709,5.694243847,119.4765557,banana
120.0,87.0,52.0,0.16,0.504,0.07919999999999999,35.362,86.776,17.196,99.03999999999999,40.128,28.0764455,76.05522115,5.905494703,118.9923573,banana
108.0,72.0,46.0,0.164,0.544,0.0988,33.448,85.828,15.736,90.61200000000001,38.214000000000006,25.16278237,84.97849241,6.110844721,90.94554618,banana
105.0,88.0,54.0,0.164,0.602,0.0988,33.448,85.828,15.736,90.61200000000001,38.214000000000006,25.78749808,84.51194224,6.020445317,114.2005455,banana
98.0,79.0,50.0,0.20600000000000002,0.532,1.2936,27.472,72.204,12.900000000000002,85.278,28.820000000000004,25.34119774,84.47321314,6.435917308,91.06493353,banana
111.0,88.0,55.0,0.16400000000000003,0.45,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,29.44795403,78.34971537,5.505393833,96.45042585,banana
97.0,74.0,45.0,0.298,0.48,2.0423999999999998,21.318000000000005,50.629999999999995,9.05,63.330000000000005,21.970000000000006,26.47522633,78.51833782,5.677719902,113.1161095,banana
95.0,82.0,48.0,0.20599999999999996,0.504,1.2936,27.472,72.204,12.9,85.278,28.820000000000004,27.39489579,83.31172003,5.719014989,92.78133617,banana
89.0,91.0,55.0,0.20600000000000002,0.492,1.3156,28.566000000000003,75.87199999999999,11.814,74.458,28.526000000000003,25.08347445,80.261731,6.275572298,94.32961456,banana
89.0,85.0,55.0,0.20600000000000002,0.492,1.3156,28.566000000000003,75.87199999999999,11.814,74.458,28.526000000000003,26.6719835,76.48541655,6.275384607,91.73358569,banana
118.0,88.0,51.0,0.164,0.504,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,25.44926208,79.49221962,6.201911642,100.6619171,banana
101.0,92.0,45.0,0.20600000000000002,0.696,1.2936,27.472,72.20400000000001,12.9,85.278,28.820000000000004,28.22776705,80.6430384,5.758054257,98.00403016,banana
99.0,92.0,47.0,0.21799999999999997,0.736,0.9736,27.462,72.33200000000001,12.984,85.40200000000002,28.814000000000004,28.1279509,77.48247073,6.323933647,103.5045395,banana
82.0,77.0,46.0,0.51,0.454,7.169999999999999,0.32,3.6100000000000003,0.9540000000000001,8.296,0.202,28.9470467,82.1888998,5.901100841,95.83016448,banana
90.0,86.0,55.0,0.15,0.61,0.1328,34.692,98.22799999999998,16.022,96.33800000000001,35.470000000000006,27.96236771,84.15403614,5.644486582,97.55986676,banana
95.0,88.0,52.0,0.15,0.492,0.13279999999999997,34.692,98.228,16.022000000000002,96.33800000000001,35.470000000000006,28.00316034,78.90085998,6.235461772,94.68180316,banana
104.0,73.0,46.0,0.20600000000000002,0.45,1.2936,27.472,72.204,12.900000000000002,85.278,28.820000000000004,29.1400919,80.1190228,6.28236237,90.45142867,banana
102.0,73.0,52.0,0.164,0.5439999999999999,0.0996,35.84400000000001,97.806,15.318000000000001,90.33000000000001,38.648,27.9122104,83.36307683,6.356090905,90.24211529,banana
100.0,74.0,52.0,0.164,0.6260000000000001,0.0996,35.84400000000001,97.806,15.317999999999998,90.33000000000001,38.648,25.43480512,81.53977797,5.837258235,96.47800391,banana
94.0,89.0,48.0,0.21799999999999997,0.532,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,28.55980972,84.51602322,5.653437902,111.0843029,banana
99.0,70.0,46.0,0.21799999999999997,0.732,0.9736,27.462,72.332,12.984,85.40200000000002,28.814000000000004,26.59580783,82.99556744,5.727469947,100.5123341,banana
112.0,87.0,48.0,0.16400000000000003,0.626,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,27.19711623,77.3970629,6.200111068,99.46950465,banana
117.0,82.0,45.0,0.164,0.61,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,25.29391516,79.29122198,5.614471478,105.4220251,banana
96.0,86.0,51.0,0.20600000000000002,0.532,1.2936,27.472,72.204,12.900000000000002,85.278,28.820000000000004,29.90888522,76.98740841,6.257369799,91.99964712,banana
113.0,85.0,45.0,0.16400000000000003,0.5960000000000001,0.09880000000000001,33.448,85.828,15.735999999999999,90.612,38.214,27.94972463,76.63713353,6.037430836,109.0921631,banana
105.0,93.0,46.0,0.164,0.736,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,25.01018457,78.76260938,5.760457558,108.3690513,banana
85.0,89.0,51.0,0.376,0.46399999999999997,3.618,13.804000000000002,32.79,5.846,36.742000000000004,15.958000000000004,29.21144871,84.70189923,6.158164422,108.5501443,banana
108.0,94.0,47.0,0.164,0.536,0.0988,33.448,85.828,15.735999999999999,90.61200000000001,38.214000000000006,27.35911627,84.54625006,6.387431383,90.81250457,banana
92.0,81.0,52.0,0.21799999999999997,0.61,0.9956000000000002,28.556,75.99999999999999,11.898,74.58200000000001,28.520000000000003,28.0106804,76.52808057,5.891413895,103.7040783,banana
110.0,71.0,54.0,0.154,0.65,0.101,36.11,91.21600000000001,15.35,100.09800000000001,38.622,28.67208915,82.20793613,5.725418961,94.37987496,banana
82.0,75.0,55.0,0.258,0.47400000000000003,3.5532000000000012,21.038,58.28399999999999,8.784,46.734,22.596000000000004,27.34585147,78.4873835,6.281069505,92.15524332,banana
117.0,81.0,53.0,0.164,0.65,0.0988,33.448,85.828,15.735999999999999,90.612,38.214000000000006,29.50704598,78.20585613,5.507641778,98.12565829,banana
2.0,40.0,27.0,0.5319999999999999,0.508,6.518000000000001,0.33199999999999996,5.514,0.9099999999999999,10.772,0.43200000000000005,29.73770045,47.54885174,5.954626604,90.09586854,mango
39.0,24.0,31.0,0.554,0.466,7.8359999999999985,0.404,4.4,0.8380000000000001,6.148000000000001,0.31,33.55695561,53.72979826,4.757114897,98.67527561,mango
21.0,26.0,27.0,0.54,0.586,7.18,0.39,5.101999999999999,0.9560000000000001,7.148000000000001,0.418,27.00315545,47.67525434,5.699586972,95.85118326,mango
25.0,22.0,25.0,0.488,0.644,6.395999999999999,0.418,4.71,1.0,6.074,0.442,33.56150184,45.53556603,5.977413803,95.70525913,mango
0.0,21.0,32.0,0.5519999999999999,0.5660000000000001,6.276000000000001,0.30599999999999994,4.708,0.798,11.16,0.362,35.89855625,54.25964196,6.430139436,92.19721736,mango
20.0,19.0,35.0,0.546,0.586,6.153999999999999,0.364,4.784000000000001,0.9119999999999999,6.5280000000000005,0.402,34.17719782,50.62161586,6.113935087,98.00687989,mango
19.0,21.0,34.0,0.546,0.586,6.153999999999999,0.364,4.784000000000001,0.9120000000000001,6.5280000000000005,0.402,30.01592643,53.19212381,5.074272692,97.72843182,mango
18.0,17.0,31.0,0.528,0.5279999999999999,6.455999999999999,0.34199999999999997,4.256,1.072,8.724,0.4,31.74592134,45.16127859,5.667507706,93.75441586,mango
11.0,36.0,33.0,0.572,0.488,6.153999999999999,0.302,3.412,0.694,9.626000000000001,0.43200000000000005,35.99009679,52.22780489,5.978634285,95.3713484,mango
30.0,28.0,30.0,0.488,0.742,5.9719999999999995,0.38,5.552,1.012,6.876,0.4640000000000001,31.86641378,52.19331595,5.064613314,98.46768642,mango
18.0,19.0,27.0,0.534,0.5279999999999999,5.43,0.316,3.938,1.028,8.104000000000001,0.384,27.75518664,52.34605806,4.772385986,94.11213345,mango
23.0,23.0,27.0,0.546,0.5860000000000001,6.153999999999999,0.364,4.784000000000001,0.9120000000000001,6.5280000000000005,0.402,34.72413192,51.4271781,5.161148592,97.31258083,mango
37.0,30.0,34.0,0.8960000000000001,0.82,6.231536,7.078,13.254,5.432,37.760000000000005,4.832,27.53907547,53.63549533,6.797779227,99.35408185,mango
11.0,27.0,30.0,0.5780000000000001,0.4880000000000001,5.852,0.282,3.8339999999999996,0.8600000000000001,9.76,0.41000000000000003,27.69637763,48.5622488,6.39474303,89.85646496,mango
12.0,19.0,31.0,0.5780000000000001,0.4880000000000001,5.852,0.28200000000000003,3.8339999999999996,0.86,9.76,0.41,27.25373364,52.66319725,5.566704378,91.87312479,mango
3.0,28.0,33.0,0.5900000000000001,0.488,5.973999999999999,0.294,3.6380000000000003,0.748,11.314,0.376,30.33723921,48.88704844,5.755049971,94.42850522,mango
37.0,38.0,32.0,0.53,0.528,6.758,0.392,5.274000000000001,1.122,6.104,0.43800000000000006,31.85744939,45.53106268,5.417340525,91.55845821,mango
26.0,37.0,30.0,0.488,0.742,5.9719999999999995,0.38,5.5520000000000005,1.012,6.8759999999999994,0.4640000000000001,35.39986338,49.45962621,6.166173834,97.41054011,mango
14.0,18.0,30.0,0.5780000000000001,0.488,5.851999999999999,0.28200000000000003,3.8340000000000005,0.86,9.76,0.41000000000000003,29.80747243,52.13797867,5.191265116,95.74606104,mango
40.0,16.0,35.0,0.922,0.51,5.6815359999999995,7.075999999999999,12.05,5.282,37.370000000000005,4.8100000000000005,34.16438906,54.16482251,4.954739564,98.33351125,mango
4.0,20.0,25.0,0.5900000000000001,0.488,5.973999999999999,0.294,3.6379999999999995,0.748,11.313999999999998,0.376,28.93270187,47.94053996,5.664587011,99.9834242,mango
36.0,25.0,33.0,0.898,0.602,5.085535999999999,7.058000000000002,12.581999999999999,5.4079999999999995,36.356,4.880000000000001,27.98392787,53.33018851,5.548584852,99.61465679,mango
